,conv1-Conv2d,bn1-BatchNorm2d,relu-ReLU,maxpool-MaxPool2d,layer1-0-conv1-Conv2d,layer1-0-bn1-BatchNorm2d,layer1-0-relu-ReLU,layer1-0-conv2-Conv2d,layer1-0-bn2-BatchNorm2d,layer1-1-conv1-Conv2d,layer1-1-bn1-BatchNorm2d,layer1-1-relu-ReLU,layer1-1-conv2-Conv2d,layer1-1-bn2-BatchNorm2d,layer2-0-conv1-Conv2d,layer2-0-bn1-BatchNorm2d,layer2-0-relu-ReLU,layer2-0-conv2-Conv2d,layer2-0-bn2-BatchNorm2d,layer2-0-downsample-0-Conv2d,layer2-0-downsample-1-BatchNorm2d,layer2-1-conv1-Conv2d,layer2-1-bn1-BatchNorm2d,layer2-1-relu-ReLU,layer2-1-conv2-Conv2d,layer2-1-bn2-BatchNorm2d,layer3-0-conv1-Conv2d,layer3-0-bn1-BatchNorm2d,layer3-0-relu-ReLU,layer3-0-conv2-Conv2d,layer3-0-bn2-BatchNorm2d,layer3-0-downsample-0-Conv2d,layer3-0-downsample-1-BatchNorm2d,layer3-1-conv1-Conv2d,layer3-1-bn1-BatchNorm2d,layer3-1-relu-ReLU,layer3-1-conv2-Conv2d,layer3-1-bn2-BatchNorm2d,layer4-0-conv1-Conv2d,layer4-0-bn1-BatchNorm2d,layer4-0-relu-ReLU,layer4-0-conv2-Conv2d,layer4-0-bn2-BatchNorm2d,layer4-0-downsample-0-Conv2d,layer4-0-downsample-1-BatchNorm2d,layer4-1-conv1-Conv2d,layer4-1-bn1-BatchNorm2d,layer4-1-relu-ReLU,layer4-1-conv2-Conv2d,layer4-1-bn2-BatchNorm2d,avgpool-AdaptiveAvgPool2d,fc-Linear
exec time,0.002994060516357422,0.0014950037002563477,0.0002991199493408203,0.0025309085845947265,0.0018004655838012695,0.0004979372024536133,0.0,0.0017976045608520507,0.0003983259201049805,0.0018965244293212891,0.00020051002502441406,0.0001995086669921875,0.0014955520629882813,0.0005985975265502929,0.0010974407196044922,0.000597834587097168,9.984970092773438e-05,0.0013930320739746094,0.0004019021987915039,0.0008008480072021484,0.0003974437713623047,0.0013928413391113281,0.00040061473846435546,0.0,0.0013935089111328125,0.00019941329956054687,0.0016898632049560547,0.0001994609832763672,0.0,0.0024160146713256836,0.0005984306335449219,0.000202178955078125,0.0005021333694458008,0.0019920825958251952,0.0004985809326171875,0.0,0.002091193199157715,0.0003989458084106445,0.0030951738357543946,0.0004986763000488281,0.0,0.005494427680969238,0.0006981611251831055,0.00039856433868408204,0.0007970094680786133,0.005026698112487793,0.0008011341094970703,0.0,0.005185842514038086,0.0006978988647460937,9.975433349609374e-05,0.024500513076782228
size (b),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
